allocator,target,event_type,disclosed_date,ticker,company,rationale,confidence
Blackstone,"Williams Power Innovation JV (Socrates, Apollo, Aquila, Socrates the Younger, Neo)",minority_stake,2026-07-13,WMB,Williams Companies,Direct public counterparty - retains 51% plus control and receives ~$0.9bn of additional consideration,high
Blackstone,"Williams Power Innovation JV (Socrates, Apollo, Aquila, Socrates the Younger, Neo)",minority_stake,2026-07-13,GEV,GE Vernova,Gas turbine and grid equipment for five behind-the-meter generation projects incl. 682MW Neo,medium
Blackstone,"Williams Power Innovation JV (Socrates, Apollo, Aquila, Socrates the Younger, Neo)",minority_stake,2026-07-13,ETN,Eaton,Electrical balance-of-plant tying behind-the-meter generation to datacenter load,medium
Blackstone,"Williams Power Innovation JV (Socrates, Apollo, Aquila, Socrates the Younger, Neo)",minority_stake,2026-07-13,PWR,Quanta Services,Construction of the generation and interconnection assets across the five projects,medium
KKR,"Williams Power Innovation JV (Socrates, Apollo, Aquila, Socrates the Younger, Neo)",minority_stake,2026-07-13,WMB,Williams Companies,Direct public counterparty of the $5.34bn 49% JV commitment KKR participates in,high
KKR,"Williams Power Innovation JV (Socrates, Apollo, Aquila, Socrates the Younger, Neo)",minority_stake,2026-07-13,GEV,GE Vernova,Turbine and grid supply for the behind-the-meter generation fleet,medium
KKR,KKR Global Infrastructure Investors V,fund_launch,2026-08-03,KKR,KKR & Co.,$19.2bn final close - KKR's largest infra fund - directly grows fee-bearing AUM toward a ~$120bn infra platform,medium
KKR,EDF power solutions North America,acquisition,2026-06-30,FSLR,First Solar,US-made modules for the ~5.6GW renewables platform KKR now owns and intends to grow,medium
KKR,EDF power solutions North America,acquisition,2026-06-30,NXT,Nextracker,Trackers for the utility-scale solar pipeline inside the acquired portfolio,medium
KKR,EDF power solutions North America,acquisition,2026-06-30,GEV,GE Vernova,Onshore wind turbines and service for the wind share of the 5.6GW fleet,medium
KKR,EDF power solutions North America,acquisition,2026-06-30,PWR,Quanta Services,Renewables EPC and interconnection work as the platform builds out,low
KKR,SK-KKR Korea renewable energy platform,acquisition,2026-07-01,BE,Bloom Energy,SK ecoplant is Bloom's Korean manufacturing/distribution partner - the platform's fuel-cell assets are Bloom-based,medium
KKR,SK-KKR Korea renewable energy platform,acquisition,2026-07-01,GEV,GE Vernova,Wind turbines and grid equipment for a 1.7GW-to-10GW Korean renewables pipeline,low
Brookfield,Bloom Energy,project_finance,2026-06-30,BE,Bloom Energy,Direct public target - the framework rises fivefold to $25bn to build and finance Bloom onsite fuel-cell power,high
Brookfield,Aypa Power,acquisition,2026-07-22,FLNC,Fluence Energy,Merchant BESS integrator to North America's largest standalone storage developer as Brookfield funds the pipeline,medium
Brookfield,Aypa Power,acquisition,2026-07-22,BX,Blackstone,"Seller - Blackstone Energy Transition Partners monetizes Aypa at ~$7bn EV, a realized exit for a public manager",medium
Brookfield,Aypa Power,acquisition,2026-07-22,TSLA,Tesla,Megapack remains the volume grid-battery product for large North American storage developers,low
Brookfield,NAVER GAK Sejong AI factory (Korea national AI factory),project_finance,2026-07-27,NVDA,NVIDIA,Programme funds NVIDIA DSX AI-factory deployment scaling 55MW to 200MW by 2028 with a 1GW path,high
Brookfield,NAVER GAK Sejong AI factory (Korea national AI factory),project_finance,2026-07-27,VRT,Vertiv,Power and liquid cooling for a 200MW-to-1GW AI factory,medium
Brookfield,NAVER GAK Sejong AI factory (Korea national AI factory),project_finance,2026-07-27,035420.KS,NAVER Corporation,Public campus owner - up to $9bn of exclusive external capital de-risks NAVER's own build,medium
Brookfield,DOE Paducah Site AI data center campus (Western Kentucky),project_finance,2026-07-29,NEE,NextEra Energy,Named by DOE to build and own the dedicated generation - up to 2GW gas plus 2.6GW BESS,high
Brookfield,DOE Paducah Site AI data center campus (Western Kentucky),project_finance,2026-07-29,GEV,GE Vernova,"Gas turbines for up to 2GW of dedicated generation paid for by the project, not ratepayers",high
Brookfield,DOE Paducah Site AI data center campus (Western Kentucky),project_finance,2026-07-29,VRT,Vertiv,Power/cooling for >1.2GW of compute across the campus,medium
Brookfield,DOE Paducah Site AI data center campus (Western Kentucky),project_finance,2026-07-29,ETN,Eaton,Electrical distribution for up to 1.8GW of utility capacity,medium
Brookfield,DOE Paducah Site AI data center campus (Western Kentucky),project_finance,2026-07-29,PWR,Quanta Services,"Generation, substation and transmission construction across a brownfield federal site",medium
Brookfield,DOE Paducah Site AI data center campus (Western Kentucky),project_finance,2026-07-29,NVDA,NVIDIA,Accelerators filling >1.2GW of compute once the campus energizes,medium
Brookfield,DOE Paducah Site AI data center campus (Western Kentucky),project_finance,2026-07-29,FLNC,Fluence Energy,Grid-scale storage integration for up to 2.6GW of dedicated BESS,low
Blue Owl,Kirkwood Infrastructure Group,spv,2026-07-08,GLW,Corning,High-count optical fiber and cable for 200+ miles of new hyperscale conduit across Louisiana and Mississippi,high
Blue Owl,Kirkwood Infrastructure Group,spv,2026-07-08,CIEN,Ciena,Optical transport gear lighting the long-haul routes the platform builds for hyperscalers,medium
Blue Owl,Kirkwood Infrastructure Group,spv,2026-07-08,DY,Dycom Industries,Specialty contractor for conduit and long-haul fiber construction at this scale,medium
DigitalBridge,Nippon Gateway Infrastructure (NGI),acquisition,2026-07-01,VRT,Vertiv,Power/cooling as the new Japan colocation platform grows via greenfield plus M&A,medium
DigitalBridge,Nippon Gateway Infrastructure (NGI),acquisition,2026-07-01,ETN,Eaton,Electrical distribution for Greater Tokyo and Osaka capacity additions,low
DigitalBridge,DigitalBridge Credit II,fund_launch,2026-07-15,DBRG,DigitalBridge Group,Public GP - cumulative $711m sold with ~$61m of new in-window commitments adds fee-bearing credit AUM,medium
SoftBank,OpenAI,follow_on,2026-07-01,NVDA,NVIDIA,The $10bn tranche funds OpenAI compute; SoftBank's debt-financed equity converts directly into accelerator demand,medium
SoftBank,OpenAI,follow_on,2026-07-01,AVGO,Broadcom,OpenAI custom-accelerator co-design partner and supplier of the cluster networking,medium
SoftBank,OpenAI,follow_on,2026-07-01,TSM,Taiwan Semiconductor,Foundry for both the merchant and custom silicon OpenAI's capital consumes,medium
SoftBank,OpenAI,follow_on,2026-07-01,ARM,Arm Holdings,SoftBank-controlled and listed; Arm CPU IP sits in the Grace/Vera hosts and custom AI systems this axis buys,medium
SoftBank,SB Neo,spv,2026-07-02,NVDA,NVIDIA,A merchant US neocloud selling training and inference compute is a direct GPU purchaser at scale,high
SoftBank,SB Neo,spv,2026-07-02,VRT,Vertiv,Power/cooling for the 10GW-scale SoftBank energy and AI footprint SB Neo monetizes,medium
SoftBank,SB Neo,spv,2026-07-02,ARM,Arm Holdings,SoftBank-controlled listed asset; Arm-based hosts and the group's AI stack benefit from the neocloud build,low
Blackstone,QTS Realty Trust,project_finance,2026-07-15,VRT,Vertiv,Power and thermal supplier across the QTS portfolio the upsized $3.25bn loan refinances and extends,high
Blackstone,QTS Realty Trust,project_finance,2026-07-15,ETN,Eaton,Electrical infrastructure across the QTS datacenter estate,medium
Blackstone,QTS Realty Trust,project_finance,2026-07-15,PWR,Quanta Services,Electrical and substation construction for QTS's development pipeline,medium
MGX,Aligned Data Centers,minority_stake,2026-07-21,VRT,Vertiv,"Power/cooling across the acquired 51-campus, >6.4GW Aligned platform",medium
MGX,Aligned Data Centers,minority_stake,2026-07-21,ETN,Eaton,Electrical distribution across the Americas footprint,medium
MGX,Aligned Data Centers,minority_stake,2026-07-21,NVDA,NVIDIA,Accelerators that ultimately fill Aligned's AI-ready capacity,low
MGX,Aligned Data Centers,follow_on,2026-07-21,VRT,Vertiv,The $5bn of growth capital at close converts directly into power and thermal equipment orders,high
MGX,Aligned Data Centers,follow_on,2026-07-21,ETN,Eaton,Electrical gear for the AI-ready capacity the growth capital funds,medium
MGX,Aligned Data Centers,follow_on,2026-07-21,GEV,GE Vernova,Generation and grid equipment for multi-GW capacity additions,medium
MGX,Aligned Data Centers,follow_on,2026-07-21,NVDA,NVIDIA,Accelerators populating the newly funded AI-ready halls,medium
US Government,GlobalFoundries,grant,2026-07-29,GFS,GlobalFoundries,"Direct public recipient of the $300m CHIPS R&D letter of intent, the largest of the seven",high
US Government,GlobalFoundries,grant,2026-07-29,AMAT,Applied Materials,3D hybrid bonding and advanced packaging toolsets are the equipment layer of the funded CPO/NPO roadmap,medium
US Government,GlobalFoundries,grant,2026-07-29,BESIY,BE Semiconductor Industries,Hybrid-bonding and advanced die-attach equipment for co-packaged optics assembly,low
US Government,Kepler Computing,grant,2026-07-29,AMAT,Applied Materials,Ferroelectric/high-performance memory processes depend on advanced deposition and integration toolsets,low
US Government,Aeluma,grant,2026-07-29,ALMU,Aeluma,"Direct public recipient - Nasdaq-listed, $30m LOI for indium-phosphide-free photonic substrates on silicon",high
US Government,Genesis Mission first project cohort (278 projects),grant,2026-07-22,NVDA,NVIDIA,DOE/NNSA lab AI workloads across 278 awards run on GPU systems; 87 awards are lab-led,medium
US Government,Genesis Mission first project cohort (278 projects),grant,2026-07-22,HPE,Hewlett Packard Enterprise,Prime integrator of DOE's exascale and AI systems the Genesis workloads execute on,medium
US Government,Genesis Mission first project cohort (278 projects),grant,2026-07-22,AMD,Advanced Micro Devices,"CPU/GPU silicon inside DOE's flagship lab systems (Frontier, El Capitan) targeted by AI-for-science awards",medium
US Government,Prometheus project (Idaho National Laboratory and partners),grant,2026-07-22,BWXT,BWX Technologies,Nuclear fuel fabrication and reactor component manufacturing are the physical layer of an AI-for-nuclear-deployment programme,medium
US Government,Prometheus project (Idaho National Laboratory and partners),grant,2026-07-22,LEU,Centrus Energy,HALEU enrichment feeds the advanced-reactor fuel cycle the award targets with AI-assisted fabrication,low
Saudi PIF,Electronic Arts,acquisition,2026-08-04,JPM,JPMorgan Chase,Sole debt commitment party and agent on ~$20bn of financing for the largest LBO on record - underwriting and syndication fees,medium
Saudi PIF,Lucid Group,follow_on,2026-07-06,LCID,Lucid Group,Direct public recipient - $800m delayed-draw term loan drawn from PIF affiliate Ayar Third Investment,high
Saudi PIF,Brookfield Middle East Partners (BMEP),fund_launch,2026-07-27,BAM,Brookfield Asset Management,Public GP of the PIF-anchored ~$2bn first close - directly adds fee-bearing AUM in a new regional strategy,medium
Galaxy Digital,Galaxy Helios Data Centers II (Dickens County TX),project_finance,2026-07-28,CRWV,CoreWeave,Anchor tenant of the Helios campus - the $3.507bn notes fund the halls CoreWeave contracted,high
Galaxy Digital,Galaxy Helios Data Centers II (Dickens County TX),project_finance,2026-07-28,VRT,Vertiv,Power and thermal systems for 400MW utility / 260MW critical IT across eight data halls,high
Galaxy Digital,Galaxy Helios Data Centers II (Dickens County TX),project_finance,2026-07-28,ETN,Eaton,Electrical distribution for the Dickens County build,medium
Galaxy Digital,Galaxy Helios Data Centers II (Dickens County TX),project_finance,2026-07-28,GEV,GE Vernova,Generation and grid equipment for 400MW of new West Texas load,medium
Galaxy Digital,Galaxy Helios Data Centers II (Dickens County TX),project_finance,2026-07-28,PWR,Quanta Services,Substation and electrical construction on a ~260-acre greenfield campus,medium
Galaxy Digital,Galaxy Helios Data Centers II (Dickens County TX),project_finance,2026-07-28,NVDA,NVIDIA,Accelerators filling 260MW of critical IT once the halls energize,medium
Galaxy Digital,Galaxy Helios Data Centers II (Dickens County TX),project_finance,2026-07-28,MS,Morgan Stanley,Lead initial purchaser on the 9.875% senior secured notes - fee income from AI-datacenter high-yield issuance,low
Jeff Bezos,CuspAI,funding_round,2026-07-20,NVDA,NVIDIA,Named partner in CuspAI's AI Materials Foundry; materials foundation models are GPU-training-intensive,medium
