owner_kind,owner_key,tier,type,title,url,published,quote,confidence
edge,coreweave__nvidia__proves_roi,2,sec_filing,CoreWeave 10-K 2025,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000104/crwv-20251231.htm,2026-03-02,"approximately 67% of our revenue from our top customer, Microsoft,",
edge,coreweave__nvidia__proves_roi,2,sec_filing,CoreWeave 10-K 2025,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000104/crwv-20251231.htm,2026-03-02,OpenAI has committed to pay us up to approximately $6.5 billion through May,
edge,openai__nvidia__path_dependent_on,2,partner_pr,OpenAI + NVIDIA: 10 GW,https://openai.com/index/openai-nvidia-systems-partnership/,2025-09-22,OpenAI to build and deploy at least 10 gigawatts of AI datacenters with,
edge,openai__nvidia__path_dependent_on,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
edge,microsoft__cuda__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
edge,microsoft__cuda__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
edge,microsoft__cuda__locks_in_platforms,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,amazon__cuda__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
edge,amazon__cuda__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
edge,amazon__cuda__locks_in_platforms,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,huggingface__cuda__path_dependent_on,2,product_doc,Hugging Face Transformers README,https://raw.githubusercontent.com/huggingface/transformers/main/README.md,2026-08-01,"is the pivot across frameworks: if a model definition is supported, it will",
edge,huggingface__cuda__path_dependent_on,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,pytorch__huggingface__enables,2,product_doc,Hugging Face Transformers README,https://raw.githubusercontent.com/huggingface/transformers/main/README.md,2026-08-01,"is the pivot across frameworks: if a model definition is supported, it will",
edge,pytorch__huggingface__enables,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,Tensor computation (like NumPy) with strong GPU acceleration,
edge,pytorch__huggingface__enables,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,tsmc__cuda__enables,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"We utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC,",
edge,tsmc__cuda__enables,2,sec_filing,ASML Annual Report 2025,https://www.sec.gov/Archives/edgar/data/937966/000162828026011378/asml-20251231.htm,2026-02-25,ASML is currently the world’s only manufacturer of EUV lithography systems.,
edge,tsmc__cuda__enables,2,sec_filing,TSMC 20-F 2025,https://www.sec.gov/Archives/edgar/data/1046179/000162828026025362/tsm-20251231.htm,2026-04-16,"Our largest customer in 2023 , 2024 and 2025 accounted for",
edge,openai__oracle__validates_demand,2,partner_pr,Stargate: 4.5 GW с Oracle,https://openai.com/index/stargate-advances-with-partnership-with-oracle/,2025-07-22,Oracle and OpenAI have entered an agreement to develop 4.5 gigawatts of additional,
edge,openai__oracle__validates_demand,2,partner_pr,Анонс Stargate,https://openai.com/index/announcing-the-stargate-project/,2025-01-21,"The initial equity funders in Stargate are SoftBank, OpenAI, Oracle, and MGX.",
edge,broadcom__tsmc__customer_of,2,sec_filing,Broadcom 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2025-12-18,"The majority of our front-end wafer manufacturing operations is outsourced to external foundries,",
edge,broadcom__tsmc__customer_of,2,sec_filing,Broadcom 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2025-12-18,"including TSMC, Advanced Semiconductor Engineering, Inc., Foxconn Technology Group, Amkor Technology, Inc. and",
edge,google__broadcom__customer_of,2,sec_filing,Alphabet 10-K 2025,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,2026-02-04,"our own custom-built Tensor Processing Units (TPUs), such as Ironwood, our seventh-generation TPU.",
edge,google__broadcom__customer_of,2,sec_filing,Broadcom 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2025-12-18,"one customer accounted for 32 %, 28 % and 21 % of our net",
edge,google__broadcom__customer_of,2,sec_filing,Broadcom 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2025-12-18,"The majority of our front-end wafer manufacturing operations is outsourced to external foundries,",
edge,amd__cuda__could_disrupt,2,sec_filing,AMD 10-K 2025,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,2026-02-03,we compete primarily against Intel Corporation (Intel) and Nvidia Corporation,
edge,amd__cuda__could_disrupt,2,sec_filing,AMD 10-K 2025,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,2026-02-03,We utilize Taiwan Semiconductor Manufacturing Company Limited (TSMC) for the production of wafers,
edge,deepseek__cuda__could_disrupt,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the U.S. government, or USG, announced export restrictions and export licensing requirements targeting",
edge,deepseek__cuda__could_disrupt,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,do business without an export license with entities on the U.S. Department of Commerce’s U.S.,
edge,vllm__tensorrt__competes_with,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
edge,vllm__tensorrt__competes_with,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,googl-placeholder__nvidia__competes_with,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"such as Alibaba Group, Alphabet Inc., Amazon, Inc., or Amazon, Baidu, Inc., Huawei, and",
edge,nvidia__google__competes_with,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"such as Alibaba Group, Alphabet Inc., Amazon, Inc., or Amazon, Baidu, Inc., Huawei, and",
edge,nvidia__google__competes_with,2,sec_filing,Alphabet 10-K 2025,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,2026-02-04,"our own custom-built Tensor Processing Units (TPUs), such as Ironwood, our seventh-generation TPU.",
edge,nvidia__google__competes_with,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,suppliers of Arm-based CPUs and companies that incorporate hardware and software for CPUs,
edge,nvidia__amazon__competes_with,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"such as Alibaba Group, Alphabet Inc., Amazon, Inc., or Amazon, Baidu, Inc., Huawei, and",
edge,nvidia__amazon__competes_with,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,suppliers of Arm-based CPUs and companies that incorporate hardware and software for CPUs,
edge,nvidia__microsoft__competes_with,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"such as Alibaba Group, Alphabet Inc., Amazon, Inc., or Amazon, Baidu, Inc., Huawei, and",
edge,nvidia__microsoft__competes_with,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,suppliers of Arm-based CPUs and companies that incorporate hardware and software for CPUs,
edge,arm__nvidia__path_dependent_on,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,suppliers of Arm-based CPUs and companies that incorporate hardware and software for CPUs,
edge,arm__nvidia__path_dependent_on,2,sec_filing,Arm 20-F FY2026,https://www.sec.gov/Archives/edgar/data/1973239/000197323926000097/arm-20260331.htm,2026-05-26,we receive a per-unit royalty on substantially all chips shipped.,
edge,nvidia__nventures__hedges_against,2,sec_filing,Arista Networks 10-K 2025,https://www.sec.gov/Archives/edgar/data/1596532/000159653226000013/anet-20251231.htm,2026-02-13,Nvidia has made significant investments in several AI Neoclouds.,
edge,nvidia__nventures__hedges_against,2,sec_filing,CoreWeave 10-K 2025,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000104/crwv-20251231.htm,2026-03-02,all of the GPUs used in our infrastructure today are NVIDIA GPUs.,
edge,meta__cuda__locks_in_platforms,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,meta__cuda__locks_in_platforms,2,sec_filing,Meta 10-K 2025,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,2026-01-29,costs related to our data centers and technical infrastructure as well as other,
edge,meta__cuda__locks_in_platforms,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,Tensor computation (like NumPy) with strong GPU acceleration,
edge,equinix__coreweave__supplies,2,sec_filing,Equinix 10-K 2025,https://www.sec.gov/Archives/edgar/data/1101239/000110123926000032/eqix-20251231.htm,2026-02-11,"digital infrastructure company, shortening the path to boundless connectivity anywhere",
edge,equinix__coreweave__supplies,2,sec_filing,CoreWeave 10-K 2025,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000104/crwv-20251231.htm,2026-03-02,"approximately 67% of our revenue from our top customer, Microsoft,",
