source_url,source_tier,yielded
https://www.prnewswire.com/news-releases/convex-raises-57m-series-b-led-by-insight-partners-to-scale-the-reliable-backend-for-the-ai-era-302841686.html,1,1
https://ambrook.com/series-b,1,1
https://www.databricks.com/company/newsroom/press-releases/databricks-raising-strategic-round-funding-188-billion-valuation,1,1
https://www.globenewswire.com/news-release/2026/07/29/3335235/0/en/Engineering-AI-startup-P-1-AI-Announces-Its-Series-A-Financing-Led-by-NEA-Adding-Jeff-Immelt-to-the-Company-s-Board.html,1,1
https://a16z.com/american-dynamism/,1,0
https://a16z.com/american-dynamism-50-2025/,1,0
https://news.crunchbase.com/venture/biggest-funding-rounds-ai-defense-fintech-robotics/,2,1
https://news.crunchbase.com/venture/biggest-funding-rounds-physical-ai-fintech-defense-atoms/,2,1
https://news.crunchbase.com/venture/biggest-funding-rounds-safe-superintelligence-commonwealth-fusion/,2,0
https://news.crunchbase.com/venture/biggest-funding-rounds-ai-marketing-robotics-baseten/,2,0
https://valueaddvc.com/vc-fundraises-2026,2,0
https://intellizence.com/insights/startup-funding/startup-funding-trends-july-2026-ai-infrastructure-and-robotics/,2,0
https://app.dealroom.co/investors/altimeter_capital,2,0
https://tracxn.com/d/venture-capital/thrive-capital/__0Dn7OZRV44joKbUVBLJqw7kgmFcBb6Hzue1mY_KmnPQ,2,0
https://www.bloomberg.com/news/articles/2026-08-03/sequoia-leads-1-billion-funding-round-for-nuclear-startup-valar,3,1
https://techcrunch.com/2026/08/03/sequoias-shaun-maguire-leads-1b-round-for-nuclear-startup-valar-atomics/,3,1
https://www.axios.com/pro/climate-deals/2026/08/03/sequoia-1b-valar-atomics,3,1
https://techcrunch.com/2026/07/23/ai-chip-startup-etched-defies-skeptics-hits-10-3b-valuation-from-big-name-investors/,3,1
https://techcrunch.com/2026/07/22/travis-kalanicks-robotics-company-raises-1-7b-led-by-a16z/,3,1
https://techcrunch.com/2026/07/22/glow-emerges-from-stealth-at-1-2b-valuation-to-challenge-endpoint-security-in-the-ai-era/,3,1
https://www.axios.com/pro/enterprise-software-deals/2026/07/22/security-glow-sequoia-cyberstarts,3,1
https://www.securityweek.com/endpoint-security-firm-glow-launches-with-180m-in-funding-at-1-2b-valuation/,3,1
https://www.calcalistech.com/ctechnews/article/hky511mc4gx,3,1
https://thenextweb.com/news/cathedral-doge-alumni-military-cyber-startup-1-4-billion,3,1
https://www.usnews.com/news/top-news/articles/2026-07-22/exclusive-doge-alumni-launch-military-cyber-startup-with-1-4-billion-valuation,3,1
https://www.bloomberg.com/news/articles/2026-07-17/coatue-leads-databricks-funding-round-at-188-billion-valuation,3,1
https://money.usnews.com/investing/news/articles/2026-07-16/databricks-valued-at-188-billion-after-coatue-led-investment-wsj-reports,3,1
https://techcrunch.com/2026/07/17/databricks-hits-188b-valuation-extending-its-run-as-ais-favorite-second-act/,3,1
https://www.bloomberg.com/news/articles/2026-07-17/coatue-s-first-retail-only-fund-raises-8-billion-in-15-months,3,1
https://www.bloomberg.com/news/articles/2026-07-23/khosla-ventures-in-talks-to-raise-5-5-billion-in-new-funds,3,1
https://techfundingnews.com/openais-early-backer-khosla-ventures-targets-largest-fund-ever-at-5-5b-with-most-going-to-early-stage-ai-startups/,3,1
https://www.theinformation.com/articles/softbank-altimeter-d1-invest-thrive-holdings-2-billion-financing,3,1
https://www.pymnts.com/news/artificial-intelligence/2026/thrive-holdings-raises-2-billion-to-buy-and-rewire-services-firms-with-ai/,3,1
https://techcrunch.com/2026/08/06/defense-tech-hadrian-raises-1-37b-at-8b-valuation/,3,1
https://www.bloomberg.com/news/articles/2026-08-06/defense-startup-hadrian-valued-at-7-87-billion-in-new-round,3,1
https://techcrunch.com/2026/07/31/repeat-founder-ryan-williams-raises-10m-seed-for-an-ai-startup-for-private-credit-managers/,3,1
https://fortune.com/2026/08/04/happyrobot-worth-1-2-billion-founder-says-just-getting-started/,3,1
https://sifted.eu/articles/a16z-happyrobot-1-2bn,3,1
https://www.upstartsmedia.com/p/ambrook-raises-30m-series-b-real-economy,3,1
https://techstartups.com/2026/08/03/venture-capital-startup-funding-roundup-august-3-2026-atreides-battery-ventures-nea-sequoia-point72-more/,3,1
https://techstartups.com/2026/08/04/venture-capital-startup-funding-roundup-august-4-2026-a16z-base10-dream-ventures-jpmorgan-sequoia-capital-valor-equity-partners-yc-more/,3,1
https://techstartups.com/2026/08/05/venture-capital-startup-funding-roundup-august-5-2026-a16z-blackrock-base10-franklin-templeton-general-catalyst-insight-partners-y-combinator-more/,3,1
https://techstartups.com/2026/08/06/venture-capital-startup-funding-roundup-august-6-2026-bessemer-venture-partners-gates-frontier-general-atlantic-google-ventures-gradient-ventures-menlo-ventures-y-combinator-more/,3,1
https://techstartups.com/2026/07/30/venture-capital-startup-funding-roundup-july-30-2026-bessemer-venture-partners-eli-lilly-co-g2-venture-partners-iconiq-growth-kleiner-perkins-lightspeed-more/,3,0
https://techstartups.com/2026/07/29/venture-capital-startup-funding-roundup-july-29-2026-more/,3,0
https://techstartups.com/2026/07/28/venture-capital-startup-funding-roundup-july-28-2026-battery-ventures-bessemer-gradient-team8-y-combinator-more/,3,0
https://techstartups.com/2026/07/27/venture-capital-startup-funding-roundup-july-27-2026-b-capital-index-ventures-paradigm-point72-ventures-ribbit-capital-more/,3,0
https://techstartups.com/2026/07/20/venture-capital-startup-funding-roundup-july-20-2026/,3,1
https://techstartups.com/2026/07/27/nvidia-invests-5-billion-in-ilya-sutskevers-safe-superintelligence-as-ai-startup-shifts-from-google-tpus-to-gpus/,3,0
https://www.bloomberg.com/news/articles/2026-07-27/nvidia-makes-substantial-investment-in-sutskever-s-ai-startup,3,0
https://techcrunch.com/2026/01/18/sequoia-to-invest-in-anthropic-breaking-vc-taboo-on-backing-rivals-ft/,3,0
https://www.hedgeweek.com/altimeter-among-biggest-july-hedge-fund-losers/,3,0
https://www.thesaasnews.com/news/chai-discovery-raises-400m-series-c/,4,1
https://www.thesaasnews.com/news/ellis-raises-10m-seed/,4,1
https://www.finsmes.com/2026/08/base-power-raises-1-billion-in-series-d-funding.html,4,1
https://www.finsmes.com/2026/07/cathedral-raises-160m-in-funding-at-a-1-4-billion-post-money-valuation.html,4,1
https://alternativecreditinvestor.com/2026/07/30/private-credit-ai-platform-ellis-launches-with-10m-seed-funding/,4,1
https://pulse2.com/base-power-raises-1-billion-series-d-at-13-billion-valuation-and-launches-u-s-made-home-battery/,4,1
https://www.citybiz.co/article/884348/p-1-ai-raises-50m-series-a-led-by-nea-to-push-industrial-ai/,4,1
