owner_kind,owner_key,tier,type,title,url,published,quote,confidence
edge,jax__google__funded_by,2,sec_filing,Alphabet 10-K 2025,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,2026-02-04,"our own custom-built Tensor Processing Units (TPUs), such as Ironwood, our seventh-generation TPU.",
edge,jax__google__funded_by,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,Tensor computation (like NumPy) with strong GPU acceleration,
edge,triton__cuda__could_disrupt,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,triton__cuda__could_disrupt,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,Tensor computation (like NumPy) with strong GPU acceleration,
edge,triton__openai__funded_by,2,partner_pr,OpenAI + NVIDIA: 10 GW,https://openai.com/index/openai-nvidia-systems-partnership/,2025-09-22,OpenAI to build and deploy at least 10 gigawatts of AI datacenters with,
edge,triton__openai__funded_by,2,partner_pr,OpenAI + NVIDIA: 10 GW,https://openai.com/index/openai-nvidia-systems-partnership/,2025-09-22,NVIDIA intends to invest up to $100 billion in OpenAI progressively as each,
edge,tensorrt__nvidia__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
edge,tensorrt__nvidia__locks_in_platforms,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,nccl__nvidia__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"Our networking offerings include NVLink interconnects and switches, end-to-end platforms for InfiniBand and",
edge,nccl__nvidia__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
edge,nccl__pytorch__enables,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,Tensor computation (like NumPy) with strong GPU acceleration,
edge,nccl__pytorch__enables,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,vllm__nvidia__validates_demand,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,vllm__nvidia__validates_demand,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
edge,vllm__cuda__path_dependent_on,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,vllm__cuda__path_dependent_on,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
edge,vllm__huggingface__standardizes_on,2,product_doc,Hugging Face Transformers README,https://raw.githubusercontent.com/huggingface/transformers/main/README.md,2026-08-01,"is the pivot across frameworks: if a model definition is supported, it will",
edge,vllm__huggingface__standardizes_on,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,sglang__vllm__competes_with,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
edge,sglang__vllm__competes_with,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,huggingface__pytorch__standardizes_on,2,product_doc,Hugging Face Transformers README,https://raw.githubusercontent.com/huggingface/transformers/main/README.md,2026-08-01,"is the pivot across frameworks: if a model definition is supported, it will",
edge,huggingface__pytorch__standardizes_on,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,Tensor computation (like NumPy) with strong GPU acceleration,
edge,huggingface__pytorch__standardizes_on,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,huggingface__nvidia__validates_demand,2,product_doc,Hugging Face Transformers README,https://raw.githubusercontent.com/huggingface/transformers/main/README.md,2026-08-01,"is the pivot across frameworks: if a model definition is supported, it will",
edge,huggingface__nvidia__validates_demand,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,kubernetes__nvidia__standardizes_on,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
edge,kubernetes__nvidia__standardizes_on,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,ray__nvidia__optimizes_for,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
edge,ray__nvidia__optimizes_for,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
edge,ray__kubernetes__standardizes_on,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
edge,ray__kubernetes__standardizes_on,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
edge,nim__nvidia__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
edge,nim__nvidia__locks_in_platforms,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
edge,nim__vllm__competes_with,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
edge,nim__vllm__competes_with,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
edge,cuda__huggingface__locks_in_developers,2,product_doc,Hugging Face Transformers README,https://raw.githubusercontent.com/huggingface/transformers/main/README.md,2026-08-01,"is the pivot across frameworks: if a model definition is supported, it will",
edge,cuda__huggingface__locks_in_developers,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
edge,arm__kubernetes__standardizes_on,2,sec_filing,Arm 20-F FY2026,https://www.sec.gov/Archives/edgar/data/1973239/000197323926000097/arm-20260331.htm,2026-05-26,more than 350 billion Arm-based chips were reported as shipped cumulatively.,
edge,arm__kubernetes__standardizes_on,2,sec_filing,Arm 20-F FY2026,https://www.sec.gov/Archives/edgar/data/1973239/000197323926000097/arm-20260331.htm,2026-05-26,we receive a per-unit royalty on substantially all chips shipped.,
entity,cuda,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
entity,pytorch,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
entity,jax,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
entity,triton,2,product_doc,PyTorch README,https://raw.githubusercontent.com/pytorch/pytorch/main/README.md,2026-08-01,"If you want to compile with CUDA support, [select a supported version",
entity,tensorrt,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
entity,nccl,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"Our networking offerings include NVLink interconnects and switches, end-to-end platforms for InfiniBand and",
entity,vllm,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,"Support for NVIDIA GPUs, AMD GPUs, Intel GPUs, and x86/ARM/PowerPC CPUs.",
entity,sglang,2,product_doc,vLLM README,https://raw.githubusercontent.com/vllm-project/vllm/main/README.md,2026-08-01,vLLM is a fast and easy-to-use library for LLM inference and serving.,
entity,ray,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
entity,kubernetes,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"All major cloud service providers, or CSPs, AI model makers, and enterprises use our",
entity,huggingface,2,product_doc,Hugging Face Transformers README,https://raw.githubusercontent.com/huggingface/transformers/main/README.md,2026-08-01,"is the pivot across frameworks: if a model definition is supported, it will",
entity,nim,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"the foundational NVIDIA CUDA development platform that runs on all NVIDIA GPUs,",
