owner_kind,owner_key,tier,type,title,url,published,quote,confidence
edge,microsoft__nvidia__customer_of,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"and sales to another direct customer represented 14% of total revenue, all of which",
edge,microsoft__nvidia__customer_of,1,sec_filing,NVIDIA 10-K FY2026,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-02-25,"Three direct customers accounted for 25 %, 18 %, and 13 % of our",
edge,nvidia__openai__invests_in,2,partner_pr,OpenAI + NVIDIA: 10 GW,https://openai.com/index/openai-nvidia-systems-partnership/,2025-09-22,NVIDIA intends to invest up to $100 billion in OpenAI progressively as each,
edge,nvidia__openai__invests_in,2,partner_pr,OpenAI + NVIDIA: 10 GW,https://openai.com/index/openai-nvidia-systems-partnership/,2025-09-22,OpenAI to build and deploy at least 10 gigawatts of AI datacenters with,
edge,openai__nvidia__customer_of,2,partner_pr,OpenAI + NVIDIA: 10 GW,https://openai.com/index/openai-nvidia-systems-partnership/,2025-09-22,OpenAI to build and deploy at least 10 gigawatts of AI datacenters with,
edge,openai__nvidia__customer_of,2,partner_pr,OpenAI + NVIDIA: 10 GW,https://openai.com/index/openai-nvidia-systems-partnership/,2025-09-22,NVIDIA intends to invest up to $100 billion in OpenAI progressively as each,
edge,microsoft__openai__invests_in,2,sec_filing,Microsoft 10-K FY2026,https://www.sec.gov/Archives/edgar/data/789019/000119312526323660/msft-20260630.htm,2026-07-29,"In October 2025 and April 2026, we extended this partnership",
edge,microsoft__openai__invests_in,2,sec_filing,Microsoft 10-K FY2026,https://www.sec.gov/Archives/edgar/data/789019/000119312526323660/msft-20260630.htm,2026-07-29,Microsoft is a major investor in OpenAI and will continue to receive revenue-sharing,
edge,microsoft__openai__invests_in,2,sec_filing,Microsoft 10-K FY2026,https://www.sec.gov/Archives/edgar/data/789019/000119312526323660/msft-20260630.htm,2026-07-29,We have a long-term strategic partnership with OpenAI which was originally established in 2019.,
edge,microsoft__nebius__customer_of,2,sec_filing,Nebius 20-F 2025,https://www.sec.gov/Archives/edgar/data/1513845/000110465926052948/nbis-20251231x20f.htm,2026-04-30,total contract value is estimated to be up to about $17.4 billion through 2031.,
edge,microsoft__nebius__customer_of,2,sec_filing,Nebius 20-F 2025,https://www.sec.gov/Archives/edgar/data/1513845/000110465926052948/nbis-20251231x20f.htm,2026-04-30,"Effective as of September 7, 2025, our wholly owned subsidiary, Nebius, Inc., entered",
edge,microsoft__nebius__customer_of,2,sec_filing,Nebius 20-F 2025,https://www.sec.gov/Archives/edgar/data/1513845/000110465926052948/nbis-20251231x20f.htm,2026-04-30,"with the first tranche delivered in November 2025, and the second in February 2026.",
edge,microsoft__nebius__customer_of,2,sec_filing,Nebius 20-F 2025,https://www.sec.gov/Archives/edgar/data/1513845/000110465926052948/nbis-20251231x20f.htm,2026-04-30,we are providing Microsoft access to dedicated GPU infrastructure capacity in clusters,
edge,google-cloud__anthropic__supplies,2,partner_pr,Anthropic: расширение использования Google Cloud TPU,https://www.anthropic.com/news/expanding-our-use-of-google-cloud-tpus-and-services,2025-10-23,"including up to one million TPUs, dramatically increasing our compute resources",
edge,google-cloud__anthropic__supplies,2,partner_pr,Anthropic: расширение использования Google Cloud TPU,https://www.anthropic.com/news/expanding-our-use-of-google-cloud-tpus-and-services,2025-10-23,expected to bring well over a gigawatt of capacity online in 2026.,
edge,amazon__anthropic__supplies,2,partner_pr,Anthropic: раунд Series H,https://www.anthropic.com/news/series-h,2026-05-01,"We signed agreements with Amazon for up to five gigawatts of new capacity,",
edge,amazon__anthropic__supplies,2,partner_pr,Anthropic: раунд Series H,https://www.anthropic.com/news/series-h,2026-05-01,"with Google and Broadcom for five gigawatts of next-generation TPU capacity, and",
edge,amazon__anthropic__invests_in,2,sec_filing,Amazon 10-K 2025,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,2026-02-06,including $2.7 billion we invested in 2025. Cash,
edge,amazon__anthropic__invests_in,2,sec_filing,Amazon 10-K 2025,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,2026-02-06,"preferred stock in Anthropic, and the reclassification adjustments for the gains",
edge,amazon__anthropic__invests_in,2,partner_pr,Anthropic: раунд Series H,https://www.anthropic.com/news/series-h,2026-05-01,"We signed agreements with Amazon for up to five gigawatts of new capacity,",
edge,openai__oracle__customer_of,2,partner_pr,Stargate: 4.5 GW с Oracle,https://openai.com/index/stargate-advances-with-partnership-with-oracle/,2025-07-22,Oracle and OpenAI have entered an agreement to develop 4.5 gigawatts of additional,
edge,constellation__microsoft__supplies,2,partner_pr,Constellation + Microsoft PPA,https://www.constellationenergy.com/news/2024/Constellation-to-Launch-Crane-Clean-Energy-Center-Restoring-Jobs-and-Carbon-Free-Power-to-The-Grid.html,2024-09-20,the signing of a 20-year power purchase agreement with Microsoft,
edge,constellation__microsoft__supplies,2,partner_pr,Constellation + Microsoft PPA,https://www.constellationenergy.com/news/2024/Constellation-to-Launch-Crane-Clean-Energy-Center-Restoring-Jobs-and-Carbon-Free-Power-to-The-Grid.html,2024-09-20,add approximately 835 megawatts of carbon-free energy to the grid;,
edge,constellation__microsoft__supplies,2,partner_pr,Constellation + Microsoft PPA,https://www.constellationenergy.com/news/2024/Constellation-to-Launch-Crane-Clean-Energy-Center-Restoring-Jobs-and-Carbon-Free-Power-to-The-Grid.html,2024-09-20,The CCEC is expected to be online in 2028.,
edge,sk-hynix__nvidia__supplies,2,partner_pr,SK Group и NVIDIA,https://news.skhynix.com/en/skhynix-nvidia-partnership-2026/,2026-06-01,SK Group and NVIDIA expand strategic collaboration with a $500 billion plus initiative,
edge,asml__tsmc__supplies,2,sec_filing,ASML Annual Report 2025,https://www.sec.gov/Archives/edgar/data/937966/000162828026011378/asml-20251231.htm,2026-02-25,"Total net sales to our largest customer amounted to €7,796.7 million , or 23.9%",
edge,asml__tsmc__supplies,2,sec_filing,ASML Annual Report 2025,https://www.sec.gov/Archives/edgar/data/937966/000162828026011378/asml-20251231.htm,2026-02-25,"or 23.9% of total net sales in 2025 , compared with €4,682.4 million",
edge,asml__tsmc__supplies,2,sec_filing,ASML Annual Report 2025,https://www.sec.gov/Archives/edgar/data/937966/000162828026011378/asml-20251231.htm,2026-02-25,"compared with €4,682.4 million , or 16.6% of total net sales in 2024",
edge,asml__tsmc__supplies,2,sec_filing,ASML Annual Report 2025,https://www.sec.gov/Archives/edgar/data/937966/000162828026011378/asml-20251231.htm,2026-02-25,38.0% of total net sales were made to our two largest customers.,
edge,fabrinet__nvidia__integrates,2,sec_filing,Fabrinet 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1408710/000140871025000039/fn-20250627.htm,2025-08-19,"During fiscal year 2025, NVIDIA Corporation and Cisco Systems, Inc. contributed 27.6% and 18.2%,",
edge,fabrinet__nvidia__integrates,2,sec_filing,Fabrinet 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1408710/000140871025000039/fn-20250627.htm,2025-08-19,"During fiscal year 2024, NVIDIA Corporation and Cisco Systems, Inc. contributed 35.1% and 13.4%,",
edge,tsmc__broadcom__manufactures,2,sec_filing,Broadcom 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2025-12-18,"one customer accounted for 32 %, 28 % and 21 % of our net",
edge,tsmc__broadcom__manufactures,2,sec_filing,Broadcom 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,2025-12-18,"top five end customers, through all channels, accounted for approximately 40% of our net",
edge,arista__microsoft__supplies,2,sec_filing,Arista Networks 10-K 2025,https://www.sec.gov/Archives/edgar/data/1596532/000159653226000013/anet-20251231.htm,2026-02-13,Sales to these two customers represented 26% and 16% of our total revenue for,
edge,arista__microsoft__supplies,2,sec_filing,Arista Networks 10-K 2025,https://www.sec.gov/Archives/edgar/data/1596532/000159653226000013/anet-20251231.htm,2026-02-13,Two of our customers accounted for more than 10% of our sales for the,
edge,nvidia__supermicro__supplies,2,sec_filing,Supermicro 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000027/smci-20250630.htm,2025-08-28,accounted for 10% or more of our net sales in fiscal year 2025 and,
