event_date,disclosed_date,allocator,allocator_class,target,target_type,sector,subsector,event_type,amount_usd,amount_estimated,status,source_tier,source_url,notes,theme,capital_role,instrument,stage,round_total_usd,ownership_pct,valuation_usd,co_investors,origin_id
,2026-08-05,Brookfield,alt_manager,U.S. semiconductor fabrication facility (unnamed),project,semiconductors,fab-construction-funding,project_finance,1000000000,0,verified,1,https://www.sec.gov/Archives/edgar/data/1937926/000117184326005272/exh_991.htm,"DISCOVERY - no agent had this. Brookfield Asset Management Q2 2026 earnings release (Ex-99.1 to 8-K, 2026-08-05), Infrastructure segment: of 3.3bn deployed in the quarter, 'a $1.0 billion investment for incremental funding on construction of a U.S. semiconductor fabrication facility'. The counterparty is NOT named in the release; Brookfield's only disclosed US fab vehicle is its Arizona fab JV with Intel, so that is the likely but UNCONFIRMED target - do not treat the Intel attribution as established. Also in the same segment: 1.7bn to acquire a leading US fibre-to-the-home business, and in July a monetisation of part of its stake in a data centre infrastructure platform via IPO for over 1bn of proceeds.",ai_infrastructure,sole,equity,,,,,,
,2026-08-05,US Government,sovereign,Westinghouse nuclear reactor deployment (Brookfield/Cameco),project,nuclear,doe-reactor-deployment,project_finance,17500000000,0,verified,1,https://www.sec.gov/Archives/edgar/data/1937926/000117184326005272/exh_991.htm,"DISCOVERY - no agent had this. Brookfield Asset Management Q2 2026 earnings release (Ex-99.1 to 8-K, 2026-08-05): 'Announced a strategic partnership with the U.S. Department of Energy (""DOE"") to accelerate the deployment of Westinghouse nuclear reactor technology, supported by funding of $17.5 billion from the DOE.' Westinghouse is owned by Brookfield and Cameco. CAVEAT ON DATING: this item sits in a 'Strategic Initiatives and Partnerships' block the release introduces with 'This year', so the original announcement may predate Q2 2026 - disclosed_date is set to the filing date and event_date is left blank deliberately. The 17.5bn is DOE funding support, i.e. state capital behind a private reactor programme, not a Brookfield outlay.",energy_for_ai,participant,grant,,,,,Brookfield;Cameco;Westinghouse,
,2026-08-05,Brookfield,alt_manager,France sovereign AI infrastructure framework,project,datacenters,sovereign-ai-framework,project_finance,,0,verified,1,https://www.sec.gov/Archives/edgar/data/1937926/000117184326005272/exh_991.htm,"DISCOVERY - no agent had this. Brookfield Asset Management Q2 2026 earnings release (Ex-99.1 to 8-K, 2026-08-05): 'Expanded our AI infrastructure framework agreement with the French government from EUR 20 billion to EUR 30 billion to enable sovereign AI infrastructure.' amount_usd is left BLANK on purpose - the figure is a EUR 30bn framework ceiling, and converting it would invent a precision the filing does not support. A framework agreement is a commitment envelope, not drawn capital. Same 'this year' caveat as the DOE row: the release lists it under year-to-date strategic initiatives, so the expansion may predate Q2.",sovereign_ai,sole,equity,,,,,Government of France,
,2026-08-05,Brookfield,alt_manager,Brookfield Infrastructure Fund VI (flagship),fund,datacenters,infrastructure-flagship,fund_launch,7900000000,0,verified,1,https://www.sec.gov/Archives/edgar/data/1937926/000117184326005272/exh_991.htm,"DISCOVERY - no agent had this. Brookfield Asset Management Q2 2026 earnings release (Ex-99.1 to 8-K, 2026-08-05): infrastructure fundraising of 10bn in the quarter 'including $7.9 billion for our infrastructure flagship strategy'. IMPORTANT: this is one quarter's INCREMENTAL raise, not a final fund size - the release says the flagship 'is targeting its first close this year, with additional closes expected thereafter', so the vehicle has not first-closed. The release also notes the sixth vintage of the infrastructure flagship raised 9.3bn and is on track to be the largest vintage of that strategy. Recorded as fund_launch because it is new fund capital being committed, but the amount will grow.",ai_infrastructure,sole,equity,,,,,,
,2026-07-16,Andreessen Horowitz,vc,"Andreessen Horowitz Fund X-B - AI Infrastructure, L.P.",fund,datacenters,dedicated-ai-infra-vehicle,fund_launch,,0,verified,1,https://www.sec.gov/Archives/edgar/data/2107841/000110465926084291/primary_doc.xml,"DISCOVERY - no agent had this. Form D, CIK 0002107841, accession 0001104659-26-084291, filed 2026-07-16. Pooled investment fund / venture capital fund, CA, incorporated 2026. Total offering amount is 'Indefinite' and total amount sold is 0 with zero investors and 'date of first sale yet to occur', so this is VEHICLE FORMATION, not capital raised - amount_usd deliberately blank. Related persons: Marc Andreessen and Ben Horowitz. Signal value is in the naming: a16z has split Fund X-B into an explicit AI INFRASTRUCTURE sleeve and a separate AI APPLICATIONS sleeve, i.e. the firm is now underwriting the physical compute stack in a dedicated pool rather than out of the generalist fund.",ai_infrastructure,sole,equity,,,,,,
,2026-07-16,Andreessen Horowitz,vc,"Andreessen Horowitz Fund X-B - AI Applications, L.P.",fund,ai-applications,dedicated-ai-apps-vehicle,fund_launch,,0,verified,1,https://www.sec.gov/Archives/edgar/data/2107847/000110465926084290/primary_doc.xml,"DISCOVERY - no agent had this. Form D, CIK 0002107847, accession 0001104659-26-084290, filed 2026-07-16. Pooled investment fund / venture capital fund, CA, formed 2026. Offering 'Indefinite', 0 sold, 0 investors, first sale yet to occur - vehicle formation only, so amount_usd is blank. Related persons Marc Andreessen and Ben Horowitz. Filed the same day as the Fund X-B AI Infrastructure sleeve and the LSV Fund V-B vehicle.",ai_applications,sole,equity,,,,,,
,2026-07-16,Andreessen Horowitz,vc,"Andreessen Horowitz LSV Fund V-B, L.P.",fund,ai-applications,late-stage-venture-vehicle,fund_launch,,0,verified,1,https://www.sec.gov/Archives/edgar/data/2107845/000110465926084286/primary_doc.xml,"DISCOVERY - no agent had this. Form D, CIK 0002107845, accession 0001104659-26-084286, filed 2026-07-16. Pooled investment fund / venture capital fund, CA, formed 2026. Offering 'Indefinite', 0 sold, 0 investors, first sale yet to occur - vehicle formation, amount blank. Related persons Marc Andreessen and Ben Horowitz. LSV = a16z's late-stage venture line; the '-B' suffix across all three filings indicates parallel/sidecar vehicles alongside the main Fund X and LSV V pools.",ai_applications,sole,equity,,,,,,
,2026-07-15,Coatue,vc,"Coatue Growth Fund VI Private Investors US, LLC",fund,ai-applications,jpm-private-wealth-feeder,fund_launch,778230000,0,verified,1,https://www.sec.gov/Archives/edgar/data/2143819/000214381926000001/primary_doc.xml,"DISCOVERY - no agent had this. Form D, CIK 0002143819, accession 0002143819-26-000001, filed 2026-07-15. Pooled investment fund / other investment fund, NY, formed 2026. Offering 'Indefinite'; total amount SOLD 778,230,000 across 773 investors; minimum investment 250,000. The telling detail is the related-persons list: J.P. Morgan Private Investments Inc. is named as BOTH Executive Officer AND Promoter, alongside Grant Cellier and Robert Meschi - this is a JPM private-wealth FEEDER into Coatue Growth Fund VI, not a Coatue-raised institutional pool. Together with the Cayman sibling (527.0m / 395 investors) it is ~1.31bn of wealth-channel money routed into Coatue's growth fund. Distinct from the reported 8bn Coatue retail/evergreen fund, which remains unconfirmed.",ai_applications,sole,equity,,,,,J.P. Morgan Private Investments Inc. (promoter/distributor),
,2026-07-15,Coatue,vc,"Coatue Growth Fund VI Private Investors Cayman, L.P.",fund,ai-applications,jpm-private-wealth-feeder,fund_launch,526955000,0,verified,1,https://www.sec.gov/Archives/edgar/data/2143818/000214381826000001/primary_doc.xml,"DISCOVERY - no agent had this. Form D, CIK 0002143818, accession 0002143818-26-000001, filed 2026-07-15. Cayman Islands, formed 2026, pooled investment fund / other investment fund. Offering 'Indefinite'; total amount SOLD 526,955,000 across 395 investors; minimum 250,000. Related persons: J.P. Morgan Private Investments Inc. (Executive Officer and Promoter), Grant Cellier, Robert Meschi, and Coatue Growth Fund VI Private Investors Cayman GP, Ltd. as promoter. Offshore sibling of the US feeder above; combined the two feeders sold ~1,305,185,000 into Coatue Growth Fund VI.",ai_applications,sole,equity,,,,,J.P. Morgan Private Investments Inc. (promoter/distributor),
,2026-07-14,Greenoaks,vc,Greenoaks Prime Radiant Founders LP,fund,ai-applications,single-asset-spv,spv,576519835,0,verified,1,https://www.sec.gov/Archives/edgar/data/2141341/000184073526000020/primary_doc.xml,"DISCOVERY - untracked allocator, and the largest single SPV found this week. Form D/A, CIK 0002141341, accession 0001840735-26-000020, filed 2026-07-14. CA, formed 2026, pooled investment fund / other investment fund. Offering 'Indefinite'; total amount SOLD 576,519,835 from only 11 INVESTORS - an average ticket above 50m, i.e. a concentrated single-asset vehicle. Related persons: Greenoaks Prime Radiant GP LLC (general partner/promoter), NEIL MEHTA and BENJAMIN PERETZ. Neil Mehta is already on the tracked individuals watchlist. 'Prime Radiant' is a deal codename; the Form D does not name the underlying company. Combined with the offshore sibling this is ~692m raised into one position. Greenoaks added to discovered_allocators.",ai_applications,sole,equity,,,,,Neil Mehta; Benjamin Peretz,
,2026-07-14,Greenoaks,vc,Greenoaks Prime Radiant Founders Offshore LP,fund,ai-applications,single-asset-spv,spv,115480165,0,verified,1,https://www.sec.gov/Archives/edgar/data/2141340/000214134026000002/primary_doc.xml,"DISCOVERY - untracked allocator. Form D/A, CIK 0002141340, accession 0002141340-26-000002, filed 2026-07-14. CA-administered, formed 2026, pooled investment fund / other investment fund. Offering 'Indefinite'; total amount SOLD 115,480,165 from 4 investors. Same GP and promoters as the onshore vehicle: Greenoaks Prime Radiant GP LLC, NEIL MEHTA, BENJAMIN PERETZ. Offshore sleeve of the same 'Prime Radiant' single-asset SPV; underlying company not named in the filing. A separate, apparently unrelated 'Prime Radiant One-1 LP' Form D (CIK 0002144217, 2026-07-15, NY, GP Walid Gardezi) was checked and shows 0 sold - do not conflate them.",ai_applications,sole,equity,,,,,Neil Mehta; Benjamin Peretz,
,2026-07-14,Altimeter,vc,"Altimeter Himalaya Fund I, L.P.",fund,ai-applications,single-deal-spv,spv,40000000,0,verified,1,https://www.sec.gov/Archives/edgar/data/2139124/000213912426000001/primary_doc.xml,"DISCOVERY - no agent had this. Form D, CIK 0002139124, accession 0002139124-26-000001, filed 2026-07-14. MA, formed 2026, pooled investment fund / venture capital fund. Total offering 40,000,000 and total amount SOLD 40,000,000 (fully subscribed, 0 remaining) across 17 investors, minimum investment 2,000,000. Related persons: Brad Gerstner, Matthew Tolve, John Kiernan III. Named-mountain vehicles at Altimeter are per-deal SPVs; the portfolio company is not named in the filing.",ai_applications,sole,equity,,40000000,,,Brad Gerstner; Matthew Tolve; John Kiernan III,
,2026-07-28,Altimeter,vc,"Altimeter Kilauea Fund II, L.P.",fund,ai-applications,single-deal-spv,spv,,0,verified,1,https://www.sec.gov/Archives/edgar/data/2141877/000214187726000001/primary_doc.xml,"DISCOVERY - no agent had this. Form D, CIK 0002141877, accession 0002141877-26-000001, filed 2026-07-28. MA, formed 2026, pooled investment fund / venture capital fund. Total offering 40,000,000 but total amount SOLD is 0 with zero investors and first sale yet to occur, so amount_usd is left BLANK - this is a vehicle standing up, not money in. Minimum investment 2,000,000. Related persons: Brad Gerstner, John Kiernan III, Matthew Tolve. 'Fund II' implies a follow-on into an existing Kilauea position. Underlying company not named.",ai_applications,sole,equity,,40000000,,,Brad Gerstner; John Kiernan III; Matthew Tolve,
